0,timestamp,target
i use it to control my anxiety and cope with depression. it works percen,2021-02-27 23:33:28+00:00,-1
i never thought that i will reach this level of depression in my life. never,2021-02-27 15:25:34+00:00,-1
i do it on purpose so i don't fall further into depression from doing back to back oncalls,2021-02-27 12:23:13+00:00,-1
me i don't even understand ..i might enter depression,2021-03-30 21:11:19+00:00,-1
its the depression for me (me,2021-03-30 21:19:49+00:00,-1
"unfortunately, its kicked my depression in badly",2021-03-30 21:30:56+00:00,-1
"yesterday on my way to visit a couple of exhibitions, i bumped into friends. it was nice to chat, but responding to how are you? made me feel emotional+teary eyed. pandemic depression. saw these later &amp; they stayed w/ me: tanya habjouqa sathish kumar",2021-03-30 20:22:09+00:00,-1
accio my demise!!,2021-03-30 14:43:35+00:00,0
ok but like when are you gonna tell us about the magic makeup you use to hide your broken ribs maybe your magic makeup can cure my depression too tell me please,2021-03-30 14:11:07+00:00,-1
this weekend dramas made me feel weird and left me in emotional turmoil .,2022-01-30 18:24:37+00:00,-1
i been doing a lot of job applications &amp; i noticed all keep asking if you have a disability. they are listing depression &amp; anxiety as an option,2022-01-30 16:08:03+00:00,-1
me whenever i witness a /7 depressed person (quote on quote) uses depression for attention:,2022-01-30 14:28:33+00:00,-1
you might not be aware of my struggles and its okay. do not do it to any one. i was diagnosed with clinical depression from the age of and was never taken seriously to the point that i broke down years back and had to be taken to the psychiatrist,2022-01-30 11:58:52+00:00,-1
depression is taking over my lif,2022-02-27 21:55:41+00:00,-1
"god is the greatest healer of depression because he knows the world he sent us into wonbe easy, therefore he said in john :23 ""i have told you these things, so that in me you may have peace. in this world you will have trouble, but take heart! i have overcome the world",2022-02-27 19:55:50+00:00,1
"depression is real. i hope everyone going through it scales through. it does no good other than lie that youre not worthy. you are worthy, love and appreciated",2022-02-27 19:43:47+00:00,1
this seasonal depression really fucking kicking my ass ma,2022-02-27 14:42:39+00:00,-1
"if science could somehow harness the joy i feel when i see doctors fan art, i think we could cure depression and solve the energy crisi",2022-03-30 18:33:34+00:00,1
not to sound like one of those insufferable open a window fucks but i find reading something good (not twitter pls) helps unwind the mind and if its the body that needs unwinding then a candle-lit bath with herbal bath bomb and an audiobook/podcast. year old male,2022-03-30 15:45:23+00:00,-1
"comprehension issue, i survived not because i was the strongest but i saw people living with situations worse than mine..i said it might kill you for the kind of mindset you have thinking depression is a direct gateway to deat",2022-03-30 14:56:02+00:00,-1
