0,timestamp,target
"i try not to jump in and correct reviewers on things, but i like to make sure people get the credit they're do, so *ahem* while nadia having bipolar is my story, i did not do the heavy lifting of explaining hank's condition. that credit goes to the awesome",2019-02-27 17:33:33+00:00,1
and relationships: am i lovable? || ==,2019-02-27 17:30:21+00:00,1
"i may only have a few friends, and i know that is completely all my fault (bipolar issues) but i have the best bff ever",2019-02-27 17:27:16+00:00,1
help me to fight out bipolar disorde,2019-02-27 17:23:43+00:00,0
"my best friend has ehlers danlos and severe pain. it took years to get her diagnosed. i'm sorry for what you go through. depression, anxiety, bipolar also run in my family. i've suffered through it for my whole life. at least genealogy research has brought me some joy",2019-02-27 17:20:12+00:00,-1
"after spending some time on the internet (big mistake), ive come to the conclusion that im bipolar (surprise, surprise), &amp; i have anxiety &amp; depression. dont worry, guys. for real, im fine. lol",2019-02-27 17:14:49+00:00,1
zelena was all over the place in season . my aunt is bipolar and i recognized as lot of the characteristics of it in zelena,2019-02-27 17:13:39+00:00,0
i am extremely bipolar and suffer from social anxiety. i have been on so many medications in my life that i cant count. marijuana is the only thing that gives me relief from deep depression. let the man smoke,2019-02-27 17:12:44+00:00,-1
this bipolar weather has me unsure if i need my coat today or not... . . . . . . . .,2019-02-27 17:00:20+00:00,-1
"the more i read about it, the more i think it likely that i have bipolar ii. i'm terrified, though, that it's just gonna get worse somehow if/when i see a psych. i'm scared that i'm gonna be prescribed something that helps me feel better in one way, but worse in any other",2019-02-27 16:57:06+00:00,-1
im not bipolar i just remember shit out of nowhere &amp; my mood instantly changes,2019-02-27 16:54:39+00:00,-1
y'all i'm starting to go mad and i'm bipolar so you don't want me to go mad so can you just renew already,2019-02-27 16:54:16+00:00,-1
yup. we have a baseline for when we talk about meds. i'm not bipolar. most of my depression gets triggered by past trauma apparently and i kind of have to use my coping tools and ride the wave out,2019-02-27 16:52:12+00:00,-1
"as a sufferer i fully support using anything that may help. however, long term use can make depression worse. i'm sure there are exceptions. also, psychosis is a risk for those with schizophrenia and bipolar. both are often misdiagnosed as depression. i hope the best for him",2019-02-27 16:50:57+00:00,-1
kinda wish i could take the rest of the week off right now... fuck bipolar and my mood swings and anxiety and meehhhhhh,2019-02-27 16:41:42+00:00,-1
"i am also developing an identity for myself that accommodates my bipolar disorder. but most importantly, my identity is elizabeth not bipolar. elizabeth shares her story of learning to find her identity within her diagnosis of bipolar disorder.",2019-02-27 16:40:08+00:00,-1
i think i have a touch of bipolar? because i was so irritated yesterday. then i arrived to his house and he was outside waiting for me to carry all my stuff in. i cant. i am blessed,2019-02-27 16:30:22+00:00,-1
"baby stopppppp but like... its the same w you so i get it, and thank you my lov",2019-02-27 16:29:51+00:00,1
"i need prayers, good vibes, positive thoughts or what ever you believe in for a friend of mine today. ive recently learned that in her battle with her new diagnosis of bipolar depression, she tried to take her own life once again last night. thank you",2019-02-27 16:29:36+00:00,1
"i've been struggling with my bipolar and ocd illnesses, but other than that i'm doing alright (: i hope you're wel",2019-02-27 16:15:14+00:00,1
my deepest condolences. i lost my oldest brother last year to suicide. he struggled with bipolar depression for over two decades. thank you for reminding people help us there for them when they feel like harming themselves,2019-02-27 16:03:44+00:00,-1
"ooo see i say this but im also very bipolar myself , is that still offensive to you? because if so i wont say it around you two girls",2019-02-27 15:43:39+00:00,-1
"hes not. if im not mistaken, i read somewhere that said he is a bipolar schizophrenic",2019-02-27 15:43:31+00:00,1
i woke up today. im still here. ill be missing classes today and i already miss all my friends. bipolar is so fucking lonely and isolating. im incredibly sad today. just like endless tears. but. i slept thru the night last night. solidly. no nightmares. silver lining,2019-02-27 15:31:39+00:00,-1
bipolar opposites: my weight struggle! via,2019-02-27 15:30:11+00:00,-1
"not adhd, but i have bipolar disorder, which causes some similar issues. crowded, noisy bars or parties cause me to clam up as i can't process everything. if a tv is on, i have trouble tuning it out",2019-02-27 15:25:25+00:00,-1
hes still the only mf that can make me turn bipola,2019-02-27 15:25:02+00:00,0
listened to bipolar on humble beast (deluxe album) before my game and i dropped and dunked on a guy,2019-02-27 15:18:36+00:00,0
"really shouldn't have come out to the bus stop with a min wait. way too cold, but wanted to make sure i could walk slowly so i wouldn't fall. i really need to get my medical alert bracelet: for blood thinners, seizures, panic attacks, bipolar",2019-02-27 15:16:46+00:00,-1
right? i legit think this is what my bipolar clients feel like when they hit a manic phase,2019-02-27 15:12:25+00:00,1
thank you. my issues are getting to me and i suffer from paranoia from bipolar disorder. i had two breakdowns last week. im so sorry for what youve went through right now im having coffee and listening to the stranger things soundtrack,2019-02-27 15:05:34+00:00,-1
my heart breaks with you. praying for peace in this storm. i watch a friend with bipolar and how isolated they can become. i cant imagine entirely what you are experiencing but my soul cries for your pai,2019-02-27 15:05:23+00:00,1
"im sure i have bipolar disorder, adhd &amp; i suffer from anxiety",2019-02-27 15:02:05+00:00,-1
when ppl tell me they need to talk to me i be thinking to myself like damn what i do now,2019-02-27 14:53:53+00:00,0
food has never helped my bipolar! i wish!!!,2019-02-27 14:50:18+00:00,1
theres nothing wrong with being bipolar. i think the word you want is hypocritical,2019-02-27 14:39:33+00:00,0
"your so amazing. i have been a fan since your first album. i suffer from depression, ptsd (due to sexual n mental abuse),bipolar,anxiety plus back issues. people put me down to it even my family. but i go on. your music helps me through my bad time",2019-02-27 14:34:06+00:00,-1
"i don't think this person was calling you bipolar, tucker. i think she was calling the weather bipolar, and just forgot the comma. 'bipolar ass weather, man.",2019-02-27 14:26:51+00:00,-1
jajaja me encanta el clima bipolar de mi ciudad,2019-02-27 14:16:09+00:00,0
"it's that time in the semester where i go to different professors office hours explaining my bipolar and anxiety disorders and thats why i'm mia or crying in the back row of class instead of taking notes, sweet i love doing this and in no way do i feel like a fucking dumbas",2019-02-27 14:05:53+00:00,1
"this weather needs to stop being bipolar , my body cant handle it anymore",2019-02-27 13:50:01+00:00,-1
"it scared me. i felt really vulnerable. i've been on an emotional roller coaster today, manic/depression, aka bipolar. i don't like these kind of days",2019-02-27 13:45:48+00:00,-1
"idk. i cant imagine anyone being eager to do this without training. i always see im restart depakote for seizures but call a consult to start the same med for bipolar d/o. mds routinely shy away from these meds, so why are phds willing to jump in w/no pharm training at all",2019-02-27 13:37:32+00:00,-1
well i have bipolar and numerous mental health problems and i think i just need my psych to throw in an antidepressant but i'm between a rock and a hard place because of work i can't get in to see him. but i live in texas and it's been sunny for the most part. but thanks,2019-02-27 13:12:55+00:00,1
im bipolar and yall bitches be switching up faster then my emotions,2019-02-27 12:54:53+00:00,-1
yes ..and he was beaten badly i have the vide,2019-02-27 12:05:53+00:00,-1
bipolar ass weather man i swear fuck being sic,2019-02-27 11:54:37+00:00,-1
im concerned about him. im bipolar and i wonder if hes getting the help he needs. i feel that being in the limelight can be a challenge for those with mental illnesse,2019-02-27 10:46:59+00:00,1
"so sorry for your lost. i hve struggled my adult life e/bipolar disorder. when i was st diagnosed i attempted suicide svral times,2 attempts snt me icu in critical condition. it was a nurse who hlpd me turn the corner &amp; understand my illness. i'm lucky not everyone gets ther",2019-02-27 10:34:43+00:00,-1
crap. i just realized i forgot to take my med mornings in a row. i can take one extra dose tonight (per dr). how bad is this gonna make me cycle? im on lamictal if that helps.,2019-02-27 10:23:02+00:00,-1
"""ando de calcinha pela casa, me entupo de coisas calricas e ainda reclamo, amo danar feito louca, dou gargalhadas, sou bipolar, sentimental, dou crise se quebro uma unha, mas no final acho super engraado,...",2019-02-27 10:15:35+00:00,1
this was hilarious and sad to watch all at the same time. i feel this has been the most bipolar -years in my life. its just the absurdity of it all. how stupid can one man truly be,2019-02-27 09:41:30+00:00,-1
this guy deadass looked me in the face and told me bipolar people are fucking crazy and then told me all guys have an inner homophobe... hmm.. this is how you get a girl? bc it sure aint how ur gonna get me bo,2019-02-27 07:21:06+00:00,-1
youd think im bipolar the way my mood swings be set up,2019-02-27 07:02:26+00:00,0
yo lil cute ass... i can say so much but you know what we done talked about. action speak louder then words but i fw and you can be sweet af when you want to. i think you bipola,2019-02-27 06:55:48+00:00,1
i be feeling this shit but recently shit been looking forward not up or down im just planning my mf future on you niggas me and mine gone prosper... if i dont kill myself with my bipolar ass,2019-02-27 06:54:06+00:00,-1
i need a job cashier position only all my jobs been cashier from goodwill to walmart only had other jobs and i didnt enjoy them ill work the summer and school in fall thats only if i sta,2019-02-27 06:18:48+00:00,0
"meds are a wonderful thing. for someone who has suffered with bipolar with emphasis on the depression side all my life, its been a remarkable change. im not % better, but i function better than i would have and have okay days. im still prone to external situation though",2019-02-27 06:08:19+00:00,1
this used to be my shit,2019-02-27 06:02:51+00:00,-1
"bars are better than no bars at all, but try telling that to my brain who likes to determine our success in absolutes.",2019-02-27 05:58:37+00:00,1
"congrats on being a burden to society. you make excuses for anxiety and depression, get over it everyone gets anxious and depressed dont let it ruin your life. high school was hard for me my dad suffered mentally and just passed away and my mom is bipolar set goals dont give u",2019-02-27 05:39:04+00:00,-1
"*like an old school rap song* its ya boi and im here to say, depression makes me feel like im in the way. my bipolar. it isnt too cool, its a big reason i dropped outta school. time is short so before this ends, remember anxiety makes me feel like a burden to my friends",2019-02-27 05:38:59+00:00,0
i mean ive definitely had moments where i see how i could come across as shallow and moaning about being single back when i was clinically depressed. ive owned that though and i speak pretty openly about having bipolar disorder,2019-02-27 05:26:29+00:00,-1
"yes! i am naive to a situation where this girl is low key rude to me, yet she is real nice to me too. i just thought, bipolar much? i fret way too much about it until i get a little crazy. i start trying to figure out why cuz we grew up together. oh well. folks are rud",2019-02-27 05:25:50+00:00,-1
i'm proud of my life!,2019-02-27 05:20:21+00:00,1
hoosier fans are the most bipolar fans out there. im true to them. i knew they would give romeo his time to shine,2019-02-27 05:05:41+00:00,1
can like somebody end my shit before i turn ? really tired of this bipolar and hypocritical world,2019-02-27 05:03:03+00:00,-1
these mf bipolar pills are a scam because i am still a bitc,2019-02-27 04:57:48+00:00,-1
rodrigo me faz descobri que sou bipolar!!! amor e dio!!! que difcil!!,2019-02-27 04:55:56+00:00,1
this is exactly my point! they are booking her bipolar! one week she's attacking the next saying sorry. and the injury needs to go. tired of the crutches. you have no idea how much it frustrates me as a becky fan what they have done the last month,2019-02-27 04:34:06+00:00,-1
of course my bipolar mood swings wanna kick in,2019-02-27 04:31:00+00:00,0
im so bipolar but he is too i miss him til i get with him then he irritate me then i be back loving him,2019-02-27 04:09:20+00:00,1
add undiagnosed bipolar and it gets even more exciting! fortunately pretty much all i did was periodically make an ass out of myself. mostly in small groups,2019-02-27 04:06:33+00:00,1
"welcome to sunny florida where it rains on and off and the weather temperature is bipolar...sorry, i just couldnt resist",2019-02-27 04:06:32+00:00,1
i have of you following me on here! % of you are active! i'm proud of my today!,2019-02-27 03:54:06+00:00,1
weather shit be bipolar asf. i cannntt,2019-02-27 03:49:20+00:00,-1
"i hope you enjoy our version of shallow. congrats on your oscar. you deserved it. i thought you deserved to win best actress. i have bipolar disorder and ""a star is born"" changed my life. thank you for everything you do!",2019-02-27 03:39:25+00:00,1
"huh, just realized im supposed to be getting tested to see if im bipolar, but its on the same day as my tattoo appointment.... imma have to cancel the docs!",2019-02-27 03:34:21+00:00,-1
"loneliness/depression/anxiety/even my bipolar a little/ allowed me to make friends, find something im comfortable talking about/ helped my public speaking. so much more than i can even put dow",2019-02-27 03:31:16+00:00,1
where you think i get it from,2019-02-27 03:25:03+00:00,0
imma put my mama on the iphone team she deserves it but once she get to asking me too many questions she gone be back team android christian davi,2019-02-27 03:14:22+00:00,0
bipolar by gucci and quavo is my theme son,2019-02-27 03:10:57+00:00,0
shit. im almost scared now...youre in an amazing place so maybe itll help my bipolar,2019-02-27 03:09:20+00:00,1
okay i have bipolar as well so its probably a combo of both tbh,2019-02-27 03:08:10+00:00,1
you are correct. hes also bipolar and bad anxiety. marijuana will help a little. proper medication will fix it. you know its banned. thats being careless. i doubt jerry doesnt have him on meds seeing a psychiatris,2019-02-27 02:53:57+00:00,-1
i'm thankful for all the positive things over the past months. thankful that i'm able to be back to work. as well as my memory is improving day by day. i choose to have a positive outlook about having bipolar . thankful for supportive people.,2019-02-27 02:48:02+00:00,1
"yes. diagnosed with mdd at . i was on paxil for years before i saw a psychiatrist and my manic episodes started at . finally, i was diagnosed with bipolar at . psychiatrists in hospital took me off paxil and switched me to zoloft a years ago. ive had no manic episodes",2019-02-27 02:45:07+00:00,1
what is this state of mind/mood i'm in? its definitely not my bipolar depression. is this just like regular depression? idk man,2019-02-27 02:44:39+00:00,1
when i was a medicine resident at one of my patients with severe bipolar disorder gave me a trivet she made in a crafts class in her adult psychiatric daycare. i still treasure it and use it regularly. she also gave me a bottle of another time..,2019-02-27 02:43:50+00:00,-1
but honestly im doing better every day without them and its been since the end of . ive thought about going back on them but i think about how far ive come and keep putting it off i might have bipolar and anxiety but they dont have me anymor,2019-02-27 02:42:26+00:00,1
"it really isnt. i wish that i didnt have to live with having mental illnesses, especially gad and bipolar disorder because it strikes randomly and it strikes hard...even though i do take my meds",2019-02-27 02:41:42+00:00,-1
i ended up being on several medications for bipolar and anxiety. spent about a year on them before my insurance lapsed and i missed my window to renew. no insurance = no money for meds. i weaned myself off of what i had left (about a month supply). i still have my days ofc (1,2019-02-27 02:40:57+00:00,-1
"y aclaro que me trato como un diabtico, aunque lo mo es que mi cerebro no mide la emisin de la dopamina, y no estoy para que me discriminen diciendo ""es un bipolar""... un bipolar no cambia de ideas, camibia en todo caso de emociones..",2019-02-27 02:25:40+00:00,-1
no me importa si no me creen pero fui allanado. no cuento las que pas y es algo que fue en abril del ao pasado. en la celada me negaron la medicacin siendo que soy bipolar psicoticoafectivo... me desnudaron dos veces una para sacarme fotos y otra por la mdica. cudense cumpa,2019-02-27 02:21:31+00:00,-1
"i was just diagnosed w/ms last year. on top of already suffering w/bipolar disorder, it has been a struggle. thank goodness i caught my ms early, so it is not as severe as yours. i have fatigue, numbness on right side, short term memory loss, balance issues, &amp; other symptoms",2019-02-27 02:12:13+00:00,-1
"i hate when i get some good grub then just before i'm ready to devour my meal, my mom's bipolar bullshit kicks in and takes away my whole appetite",2019-02-27 02:10:35+00:00,-1
i never said you should take it away from him. i said exactly the opposite. when did he find out he had bipolar disorder,2019-02-27 01:56:26+00:00,-1
drank too much today and now my is acting up.,2019-02-27 01:52:36+00:00,0
"i heard from others who have type ii bipolar and have gone on medication that they feel ""muted"" or more even. thatwhat scares me the most about meds. i know they work, i know they help, but i always been petrified of losing ""me",2019-02-27 01:52:29+00:00,-1
"i spent a lot of my day further reading and researching bipolar disorder and its classifications. i've known i've been living with bipolar ii for a couple years now, and being able to accurate diagnose and identify symptoms has always helped me manage my illness",2019-02-27 01:46:27+00:00,-1
"thanks for sharing emma! no one would ever know you struggle without you telling them. also, catherine zeta-jones has come out too with her bipolar disorder as well. i have found a strict sleep schedule is critical for my clients who struggle &amp; sleeping with black out curtains",2019-02-27 01:46:15+00:00,-1
"i mean for real how do i date this lady? as far as bipolar sober guy, im pretty nice",2019-02-27 01:42:15+00:00,1
"what shows are you considering. and, by the way, im in the minority of people who hated six feet under. the dialogue is terrible! i just cant deal with shows with bad dialogue. and the bipolar brother going nuts immediately after stopping meds? jesus",2019-02-27 01:36:17+00:00,-1
hey do you want to be my best friend? i just looked you up for the first time and we have stuff in common. we both a) love baz luhrmann b) are bipolar/bisexual c) shamelessly cant sing but do it anywa,2019-02-27 01:33:28+00:00,1
". sometimes i think im bipolar, but other times im like nah, im not.",2019-02-27 01:31:36+00:00,1
and i are going to be a bipolar dream team and fuck the bad guy to death,2019-02-27 01:23:50+00:00,-1
"yes, but for some odd reason it works for me. i was diagnosed in with bipolar and have stable since then on zoloft, abilify, and wellbutri",2019-02-27 01:07:40+00:00,1
tennessee is just as bipolar as illinois. woke up this morning and had to scrape frost off my car window. drove home this afternoon with the windows rolled down,2019-02-27 01:03:02+00:00,0
"yesssssss, at and thanks to fluoxetine, i didnt sleep for days. then sertraline, didnt work either. i was diagnosed with bipolar at and now im on alfaxin,valcote, lamictal,risperdal,seroquel and neuryl",2019-02-27 01:01:40+00:00,1
work on my farm. become a cricket maste,2019-02-27 01:00:53+00:00,0
lmao its hard explaining to non bipolar ppl that i cannot control alot of shit rn like that shit overwhelming dont press me if u dont want that same energ,2019-02-27 00:53:48+00:00,-1
"i know &amp; i get that hes bipolar, but cmon man...millions live with it &amp; successfully treat it every day",2019-02-27 00:52:05+00:00,1
"powerful, emma. i'm + and i'm bipolar as well. i had other mental health issues that frankly made me a very strong individual; i was able to have a successful career. i was diagnosed late in life and had a fantastic therapist. if we had more mh options.",2019-02-27 00:51:53+00:00,1
"hey you down for a road trip? i can guarantee you tx doesnt have blizzards or bipolar weather. seriously, to those in/near killeen, tx. go. this will be more patriotic than s new july th parade announcement.",2019-02-27 00:51:40+00:00,1
"im not even bipolar , i just get annoyed fast as hel",2019-02-27 00:36:05+00:00,-1
"yes, i was put on wellbutrin and a few others that all caused mania episodes where my heart was racing so fast. the doctor called it an allergic reaction and after of these i gave up for years. i finally saw a psychiatrist &amp; was diagnosed with bipolar, ptsd, ocd, anxiety, etc",2019-02-27 00:32:43+00:00,1
idaho's weather is more bipolar than my high school girlfrien,2019-02-27 00:28:08+00:00,0
i used to be ashamed of my bipolar diagnosis. i do have a purpose. we all do. remember you are not your disease. it may be a part of you but it does not embody you.,2019-02-27 00:22:11+00:00,-1
someone said to my face all people with manic depression are violent and cannot hold down jobs i have manic depression or what is correctly referred to as bipolar one &amp; i have always had + jobs since the age of &amp; the only time i've put my hands on some1 is in self defens,2019-02-27 00:06:51+00:00,-1
"its been a bumpy road but i have gotten to a place where bipolar is a part of who i am, it is nothing to be ashamed of, i embrace this part of me, and its groups like this one that i am thankful for",2019-02-27 00:04:18+00:00,1
. i think he is just about used up. his health will become more and more of a problem,2019-02-27 00:03:12+00:00,-1
the music i listen to is all over the place. i know people always say that but like for real for real mine is bipolar lo,2019-02-26 23:59:13+00:00,1
im diagnosed as bipolar and i felt like the wall was the best thing to hit at the momen,2019-02-26 23:51:14+00:00,1
ok so my neighbors cool as hell and they have a bipolar daughter and mixed grandkids so i feel a little more safe around them,2019-02-26 23:47:19+00:00,1
"yup! in college.... thanks to zoloft, i didn't sleep for days. yet it still took another years for a bipolar diagnosis",2019-02-26 23:36:46+00:00,1
"its so hard sometimes, i know. i was just re-diagnosed from depression to bipolar ii after my neurologist put me on amatriptaline for my migraines. it was the most ive scared myself in a long time",2019-02-26 23:23:12+00:00,-1
i like the comment that mother nature has been off her bipolar meds! lol i don't think anybody knows what to expect anymore!,2019-02-26 23:18:43+00:00,1
