timestamp,tweet_text,Location
2022-01-30 19:14:31+00:00,b'@Ranjhaaa87 jab banda apna depression main ho os pe lektey ho.ya kisi awr ko k dosro ko kaisey depression dalna hain',United Arab Emirates
2022-01-30 18:40:58+00:00,b'Is seasonal depression real?',Dubai 
2022-01-30 18:28:00+00:00,b'#NFTCommunity: What\xe2\x80\x99s your score\xe2\x80\xa6 Have you had any of the below? (1 point for each)  - Broken a bone in your body - Depression - Food poisoning - Crush on a school teacher - Teeth whitened - Measles - Lottery ticket win (any amount) - A Motorbike - Swam naked - Eaten Sushi  \xf0\x9f\x91\x87',"Dubai, United Arab Emirates"
2022-01-30 18:24:37+00:00,b'This weekend dramas\xe2\x80\x99 made me feel weird and left me in emotional turmoil \xe2\x80\xa6\xe2\x80\xa6\xe2\x80\xa6. #\xec\x8b\xa0\xec\x82\xac\xec\x99\x80\xec\x95\x84\xea\xb0\x80\xec\x94\xa8  #\xeb\xb6\x88\xea\xb0\x80\xec\x82\xb4  #BulgasalEp14 #depression',United Arab Emirates
2022-01-30 16:08:03+00:00,b'I been doing a lot of job applications &amp; I noticed all keep asking if you have a disability. They are listing depression &amp; anxiety as an option.',Dubai
2022-01-30 14:28:33+00:00,b'Me whenever I witness a 24/7 depressed person (quote on quote) \xe2\x80\x9cuses depression for attention\xe2\x80\x9d: https://t.co/qZ0yVe8DTt',"Dubai, United Arab Emirates"
2022-01-30 11:58:52+00:00,b'You might not be aware of my struggles and its okay. Do not do it to any one. I was diagnosed with clinical depression from the age of 7 and was never taken seriously to the point that I broke down 6 years back and had to be taken to the psychiatrist.',"Dubai, United Arab Emirates"
2022-02-27 22:53:48+00:00,b'DEVOTIONAL  ||  FREEDOM FROM DEPRESSION https://t.co/9e0WDH9ZmF via @YouTube  sharing morning devotional good morning and be blessed',"Dubai, United Arab Emirates"
2022-02-27 21:55:41+00:00,b'Depression is taking over my life',Abu Dhabi
2022-02-27 20:36:43+00:00,b'Sharing what it\xe2\x80\x99s like to have depression is @thisiswhereit with #pocolo https://t.co/0NzV7Ftd9u',From UK to Pretoria to Dubai
2022-02-27 20:34:31+00:00,"b'Depression, anxiety, rage, or numbness are examples of powerful or challenging feelings people may experience due to a mental health disease. Being a member of a self-harming group Relationship issues with family, friends, or the community'",Dubai
2022-02-27 20:03:38+00:00,b'@GidiOracle @UnclePamilerin Depression o',"Dubai, United Arab Emirates"
2022-02-27 20:00:16+00:00,"b""Depression is very spiritual and demonic more like been possessed by spirit of death, it's only God that can save. Seek help and pray. Only God and prayers. Let's never stop feeding our souls with the word of God for that also is what protects us from devilish thinking.""","Dubai, United Arab Emirates"
2022-02-27 19:55:50+00:00,"b'God is the greatest healer of depression because he knows the world he sent us into won\'t be easy, therefore he said in John 16:23 ""I have told you these things, so that in me you may have peace. In this world you will have trouble, but take heart! I have overcome the world\xe2\x80\x9d \xe2\x9d\x97\xef\xb8\x8f'","Dubai, United Arab Emirates"
2022-02-27 19:52:35+00:00,"b'Depression is real and the devil is using it to take peoples\xe2\x80\x99 lives\xe2\x80\xa6 sad though only God can save from depression, no amount of help you get will save you. Only God. EVEN WHEN YOU GET HELP, Seek God too.'","Dubai, United Arab Emirates"
2022-02-27 19:43:47+00:00,"b'Depression is real. I hope everyone going through it scales through. It does no good other than lie that you\xe2\x80\x99re not worthy. You are worthy, love and appreciated \xe2\x9d\xa4\xef\xb8\x8f'","Dubai, United Arab Emirates"
2022-02-27 17:00:45+00:00,b'Banning #russia from #swift will create a global depression due to a 10pct or so #oil shortage and spike in prices. Is the world ready for such thing?!',Dubai
2022-02-27 15:50:19+00:00,"b'Because of the trauma imposed on the victim, there is a correlation between cyberbullying and depression. An individual who has been the victim of cyberbullying may become nervous and lose interest in things they value.'",Dubai
2022-02-27 15:50:19+00:00,"b""More often than not, it results in severe complaints that negatively affect the victim's mental well-being. Anxiety, stress, suicidal thoughts, low self-esteem, anger, and restlessness plague them.  Depression, stress, and post-traumatic stress disorder (PTSD).""",Dubai
2022-02-27 14:42:39+00:00,b'This seasonal depression really fucking kicking my ass man',United Arab Emirates
2022-03-30 19:42:50+00:00,b'@cpt_depression_ \xf0\x9f\xa5\xba\xf0\x9f\x92\x9b',"Dubai, United Arab Emirates"
2022-03-30 18:50:59+00:00,b'@cpt_depression_ Big oof',"Dubai, United Arab Emirates"
2022-03-30 18:33:34+00:00,"b'if science could somehow harness the joy i feel when i see doctors fan art, i think we could cure depression and solve the energy crisis'",jamesfishjames @ ao3 
2022-03-30 17:56:28+00:00,b'Imagine going to hell cuz someone broke your heart and put you in depression yeah could never be me \xf0\x9f\x92\x80',Dubai - London - New York 
2022-03-30 17:22:52+00:00,"b""@cpt_depression_ This is exactly why I've been severely stressed and angry for the past few months.""",Abu Dhabi 
2022-03-30 15:48:55+00:00,"b'@cpt_depression_ Ya just a fragrant, dimly lit bath with some fucken Joe Rogan whispering sweet nothings to you'",Dubai via Cape Town
2022-03-30 15:45:23+00:00,b'@cpt_depression_ Not to sound like one of those insufferable \xe2\x80\x9copen a window\xe2\x80\x9d fucks but I find reading something good (not twitter pls) helps unwind the mind and if it\xe2\x80\x99s the body that needs unwinding then a candle-lit bath with herbal bath bomb and an audiobook/podcast. 33 year old male.',Dubai via Cape Town
2022-03-30 15:20:00+00:00,b'Depression is that you ?',"Dubai, United Arab Emirates"
2022-03-30 14:56:02+00:00,"b'@Cheztoi3Foods @kiki_spams Comprehension issue\xf0\x9f\xa4\xa6, i survived not because I was the strongest but I saw people living with situations worse than mine..I said it might kill you for the kind of mindset you have thinking depression is a direct gateway to death'","Dubai, United Arab Emirates"
