timestamp,tweet_text,Location
2020-03-22 06:01:57+00:00,protecting him from what exactly? .. his own mouth. he says things publicly and refutes them as media fake news when they quote him. the only explanation is schizophrenia,"United States, Aust,NZ, UAE"
2020-03-13 16:04:00+00:00,"""the genetics of is less like that of red hair and more like that of height.""",UAE
2020-03-13 15:48:08+00:00,im getting want a psyche degree to add to my resume! i wanna be like bitch you have schizophrenia and your possessed by a succubus!,"Dubai, UAE"
2020-03-13 15:42:55+00:00,oy and you're the director? schizophrenia is directly linked to gluten/casein intolerance. if you or a family member have mental health issues - get yourself tested. the gluten gene test is $149.00 i had bought my test thru,"Sharjah, UAE"
2020-03-13 15:40:59+00:00,"they went further. ""... even tho no link to a tobacco company can be made..."" there might be one. as someone with schizophrenia might say: ""i know they watching me. they have three cameras, and i seen one of them."" (sincere apologies to people with schizophrenia","Abu Dhabi, UAE"
2020-03-13 15:30:02+00:00,a cool thing about back in the day was if you had both charisma and schizophrenia you could start your own religio,Ajman 
2020-03-13 13:59:44+00:00,people that have schizophrenia,"Dubai, United Arab Emirates"
2020-03-10 13:09:22+00:00,"yes thats true, however there is a difference between people at risk prodromal phases like people with schizoid personality disorders are at risk of having schizophrenia but they arent treated with antipsychotics, but an approach is psychotherapy.",Abu Dhabi
2020-03-10 13:01:49+00:00,"psychotherapy (eg: cognitive behavioral therapy) is not first line in schizophrenia and other psychoses. it can be first line in depression, ocd, anxiety, personality disorders, etc.",Abu Dhabi
2020-03-10 06:30:48+00:00,: schizophrenia: a very short introduction,United Arab Emirates
2020-04-28 16:59:02+00:00,heres a song for you schizophrenia by sonic youth,UAE
2020-04-27 13:02:10+00:00,"interrogation outcome, one can easily assume mumbai police will find is suffering from anxiety, panic depression &amp; personality disorder. bipolar &amp; other mood phobias &amp; schizophrenia. he needs polygraphy test.","Dubai, United Arab Emirates"
2020-04-27 10:56:18+00:00,"it is important to fully clarify the schizophrenia that exists between the private and public sectors in victorian education, the competition and pressures it generates, and the continuing important role of the government education system",Abu Dhabi
2020-04-26 21:00:37+00:00,dna changes in dna topography may be associated with the development of schizophrenia - via,Dubai Academic City ( DIAC )
2020-04-26 20:05:48+00:00,"my years old sister got a schizophrenia (mental illness). her name is catherine, pls do remember her in your prayer whoever is reading this. it would mean so much to us. thank you",Abu Dhabi
2020-04-14 14:12:21+00:00,imagine these lions develop schizophrenia,Dubai
2020-04-14 04:00:01+00:00,": cbd is a non-psychoactive cannabis extract. it is a potent anti-inflammatory that fights cancer, helps with ibs, schizophrenia, anxiety, and needless to say, promote quality of sleep.","Dubai, United Arab Emirates"
2020-04-13 06:56:03+00:00,we!!?? add schizophrenia to your long list of quite obvious mental health problems,"Abu Dhabi, United Arab Emirates"
2020-05-30 22:03:00+00:00,"a mental condition characterized by delusions of persecution, unwarranted jealousy, or exaggerated self-importance, typically worked into an organized system. it may be an aspect of chronic personality disorder, of drug abuse, or of a serious condition such as schizophrenia",Abu Dhabi (+4)
2020-05-28 04:37:08+00:00,"""what is schizophrenia?","Dubai, United Arab Emirates"
2020-05-27 10:58:13+00:00,chapters in vol. : . metabolic syndrome in : focus on the role of antipsychotic medications and indications for therapeutic drug monitoring (tdm) methods,United Arab Emirates
2020-05-24 13:32:54+00:00,the latest gme book series by cags (neurological disorders) has an article on schizophrenia. ( ),"Dubai, United Arab Emirates"
2020-05-22 10:21:00+00:00,"like you would know joe. you criticised the early flight bans. are you alright, joe? you keep chopping and changing. have you schizophrenia",UAE
2020-05-21 13:15:05+00:00,"rt : ""there are not hizophrenics.here are people with schizophrenia, and these people may be your spouse, they may be your child, they may be your neighbor, they may be your friend, they may be your coworker.""",Dubai
2020-05-20 18:33:56+00:00,#NAME?,UAE
2020-05-17 14:52:38+00:00,.... schizophreni,"Dubai, United Arab Emirates"
2021-01-30 14:06:19+00:00,they are suffering from acute schizophrenia,UAE
2021-01-29 12:26:04+00:00,maybe bruce has some complex form of schizophrenia and his alter egos are responsible,"Dubai, Maldives, & Bangkok"
2021-01-28 16:46:11+00:00,i have realized odm supporters are suffering from schizophrenia. they imagine won the presidency and they put it in a reality.,"Dubai, United Arab Emirates"
2021-01-24 21:29:17+00:00,"happy birthday, as an autistic that was diagnosed with adhd, autism, asperger's, and later on schizophrenia, i don't quite get the stress of living with autism. it's never quite affected me, i just see it as it's the way i am, and there's nothing i can do about it",Dubai
2021-01-23 17:49:02+00:00,schizophrenia at its best,Abu Dhabi .UAE
2021-02-25 06:23:16+00:00,"its not so much a duality as it is schizophrenia or perhaps dissociative identity disorder or mythomania (habitual lying). theres a plethora of possibilities but only one truth, hes compulsively changing narratives at every turn",Abu Dhabi
2021-02-25 04:39:12+00:00,#NAME?,Dubai
2021-02-22 23:42:21+00:00,"schizophrenia, split personality : positive/negative/disorganized symptoms positive",Egypt || UAE
2021-02-22 18:34:11+00:00,am i a weakling if i don't watch horror movies due to my schizophrenia,Dubai
2021-02-17 19:24:03+00:00,just watched a horror film about schizophrenia and feel like i now need to listen to this talk,Dubai
2021-03-23 06:43:17+00:00,"as an invisible health condition, it receives less attention, but lets just think about it for a second. we call covid a global health pandemic because it has a mortality rate of c2-3%.. schizophrenia affects %.. and its barely discussed.","London, Lisbon, Dubai"
2021-03-22 15:20:20+00:00,my two moods when i play my music on shuffle,Kuwait ♥ Dubai
2021-03-18 09:58:47+00:00,suffers from schizophrenia $frx $clii $cciv $clov $lotz $uwmc $gik $gix $thcb $ngac $snpr,"Dubai, United Arab Emirates"
2022-01-29 09:46:43+00:00,". my father has schizophrenia, but hes good people. asli winner umar ria","Dubai, United Arab Emirates"
2022-01-28 21:12:00+00:00,you have schizophreni,UAE
2022-01-23 09:25:21+00:00,social schizophreni,"Dubai, United Arab Emirates"
2022-01-21 10:29:31+00:00,my friend i could tell you have weird fantasies or schizophrenia....seek help,"Dubai, United Arab Emirates"
2022-02-27 12:50:46+00:00,schizophrenia ki mareez teri maa thi jissy sb faisalabad waly jaanty hai,"Dubai, UAE"
2022-02-27 08:14:25+00:00,"damn it! schizophrenia anyone, please help him",United Arab Emirates
2022-02-24 14:32:27+00:00,how you define/ prove rape when you are having sexual relation with that female and he is a knows case of schizophrenia!!,"Dubai, United Arab Emirates"
2022-02-20 23:00:14+00:00,i think schizophrenia runs in the family and someone needs to visit a psychologist bec wt,Abu Dhabi
2022-03-28 07:59:46+00:00,"ny woman reveals life with a sister's schizophrenia, writes 'love letter' to her","Dubai, United Arab Emirates"
2022-03-22 11:36:08+00:00,"other than it's forbidden thank god - well let's see why from a scientific perspective as for the effects of alcohol on the psychological state [ depression, acute schizophrenia, sleep disturbance, psychotic disorder, bipolar disorder, suicide ]","Abu Dhabi, United Arab Emirate"
2022-03-22 04:07:25+00:00,i cant see how these would translate well in arabic for example. i use psychosis and psychotic disorder. it gets the message across without the level of stigma associated with schizophrenia,"Dubai, United Arab Emirates"
