timestamp,tweet_text,Location
2020-05-29 20:30:20+00:00,"during this time of , especially, check-in with one another. there are so many who are hurting and not doing well. theremore than just the virus that is deadly"":",Singapore
2020-05-29 17:30:35+00:00,bipolar ..,Singapore
2020-05-29 07:18:53+00:00,this bipolar weather will make me sick,Singapore
2021-01-30 14:39:55+00:00,,"Yishun, Singapore"
2021-01-30 09:00:56+00:00,hahahahahh ya sia bipolar dog might have said some shit.....,"Central Region , Singapore"
2021-02-27 01:43:18+00:00,bipolar bodoh this hafi,Singapore
2021-02-26 15:29:56+00:00,"so does schizophrenic people, bipolar people, etc et","Central Region , Singapore"
2021-02-26 15:24:47+00:00,peyton manning - kids coach,Singapore
2021-02-26 15:23:33+00:00,can yall help me by spreading the word that this girl has broken down in a bad bipolar disturbance and needs he parents. thank you,"North Region, Singapore"
2021-02-26 15:22:56+00:00,this girls name is marlanna evans. shes extremely retarded and bipolar. i think she needs help,Singapore
2021-02-26 15:20:55+00:00,it may not seem like it but i must be bipolar lol i be getting angry for literally no reaso,"West Region, Singapore"
2021-02-26 07:22:36+00:00,what a fcking week i was diognized for having bipolar and i was fcking slaped n abused by,"North Region, Singapore"
2021-03-30 22:41:39+00:00,exactly mississippi weather bipolar as hell,"Newton, MS"
2021-03-30 18:47:18+00:00,fuck you bipolar disorde,Singapore
2021-03-30 16:22:50+00:00,"i don't know people are more comfortable with compared to talking about the lived reality of bipolar disorder (i've been diagnosed with bipolar ii for the past years, but have never publicised it, because i am treated as less than for it",Singapore
2021-03-30 10:00:05+00:00,"today marks , find out more about what it means to be diagnosed with with this informative leaflet from","UK, France, North America, Singapore"
2022-01-30 20:55:21+00:00,"escucha la mejor estacion de edm lmm edm radio: bkaye remix by gryffin,bipolar sunshine,bkaye - whole heart! tune in now. iphone app",Singapore / WORLDWIDE
2022-01-30 20:55:09+00:00,"well, he's managed to lead pro-kevel offenses in the nfl despite bipolar ownership (wft) and a run-first coach who goes through ocs like pez (zimmer)...while behind a bottom level o-line. i'd say that counts",Singapore
2022-01-30 20:39:48+00:00,bipolar's on cocaine, Singapore  
2022-01-30 20:39:43+00:00,"if they want to make the court more like america, someone with bipolar disorder, depression, and substance abuse problems is the obvious pic",Singapore OH
2022-01-30 20:38:16+00:00,"""visitors""",Singapore
2022-01-30 20:34:48+00:00,pencil on paper,Singapore
2022-01-30 20:34:32+00:00,holy bipolar,Singapore PA
2022-01-30 20:31:08+00:00,"living with bipolar is so hard, one week im fine the next i cant get myself out of bed, i need chang","West Point, Singapore"
2022-01-30 20:29:14+00:00,don't get me wrong---happy to surrender the stage to younger voices. just surprised i hadn't even heard about it,Singapore
2022-01-30 20:26:43+00:00,"""hurt / heal"" - ballpoint pen on paper",Singapore
2022-01-30 10:35:29+00:00,would love to be in a project that can help me out with my bipolar rather than the standard help advice i can find online a real community :,Singapore
2022-01-28 17:15:41+00:00,i feel like im bipolar,Singapore 
2022-01-28 10:56:14+00:00,it's giving bipola,Singapore
2022-01-28 09:20:41+00:00,they got bipolar disorde,Singapore
2022-02-27 23:23:03+00:00,laaa mamat bipolar gampang ni acahhh je. kene buli kat twitter duk palatao apa lag,Singapore 
2022-02-26 13:19:14+00:00,bipolar fc,Singapore
2022-02-26 09:07:57+00:00,"lepas kena kritik, terus jadi bipolar. mental illnes",Singapore 
2022-02-26 09:02:31+00:00,bipolar ke,Singapore 
2022-03-30 04:46:26+00:00,as a part of today's discusses the whats and hows of . plus some small ways that you can help someone with bipolar disorder.,"Athens, Singapore"
