Username,timestamp,tweet_text,Location
https://twitter.com/Magsman7,2020-05-30 17:57:44+00:00,"b""@Andrew_Steward9 @RussellRowland7 @KailashChandOBE @BorisJohnson If CV19 was anywhere near as bad as the 1918 flu then I'd agree. But it's at least 50x less deadly especially for the young and healthy. The Depression will kill millions and go on for a decade or more. Also, the last 2 Depressions only ended because a world war broke out.....""",Dubai - UAE
https://twitter.com/Magsman7,2020-05-30 17:53:15+00:00,"b""@RussellRowland7 @KailashChandOBE @Andrew_Steward9 @BorisJohnson Whatever....our arguments here won't change anything. We'll all be witness to the carnage of an economic depression very soon and the current crisis will seem minor by comparison""",Dubai - UAE
https://twitter.com/JalpaMarthak,2020-05-30 17:49:19+00:00,"b""@HardeepSPuri Other nationality are allowed to travel to UAE except Indian Our jobs are at risk.We are having expenses in 2 country and with no income.Kids education,Utility bills &amp; liability it's very difficult to manage  We Might not die with covid but can die of depression""",United Arab Emirates
https://twitter.com/AIremeithi,2020-05-30 17:19:58+00:00,b'Fut champions=severe depression',Emirate of Abu Dhabi
https://twitter.com/helenic,2020-05-30 17:09:46+00:00,b'When u dont really need a diet plan nor a sleep schedule and you just let depression balance things out for you. Growth.',UAENA ★ LUVIE ★ LAMB
https://twitter.com/hindmezaina,2021-03-30 20:22:09+00:00,"b'Yesterday on my way to visit a couple of exhibitions, I bumped into friends. It was nice to chat, but responding to \xe2\x80\x9cHow are you?\xe2\x80\x9d made me feel emotional+teary eyed. Pandemic depression.  Saw these later &amp; they stayed w/ me: Tanya Habjouqa @gulfphotoplus Sathish Kumar @Ishara_Art https://t.co/7PpzSpVvU4'",Dubai
https://twitter.com/hammetallica,2021-03-30 17:26:27+00:00,b'Depression \xe2\x98\xb9\xef\xb8\x8f https://t.co/dGgGJQUpV9',Dubai
https://twitter.com/gerald_kiyingi,2022-03-30 21:49:20+00:00,b'Depression is at high https://t.co/s5sXzvferu',"Sharjah, United Arab Emirates"
https://twitter.com/j1nnytv,2022-03-30 19:42:50+00:00,b'@cpt_depression_ \xf0\x9f\xa5\xba\xf0\x9f\x92\x9b',"Dubai, United Arab Emirates"
https://twitter.com/j1nnytv,2022-03-30 18:50:59+00:00,b'@cpt_depression_ Big oof',"Dubai, United Arab Emirates"
https://twitter.com/thingsnotdreamt,2022-03-30 18:33:34+00:00,"b'if science could somehow harness the joy i feel when i see doctors fan art, i think we could cure depression and solve the energy crisis'",jamesfishjames @ ao3 
https://twitter.com/WorldGonMaddd,2022-03-30 17:56:28+00:00,b'Imagine going to hell cuz someone broke your heart and put you in depression yeah could never be me \xf0\x9f\x92\x80',Dubai - London - New York 
https://twitter.com/heeelize,2022-03-30 17:22:52+00:00,"b""@cpt_depression_ This is exactly why I've been severely stressed and angry for the past few months.""",Abu Dhabi 
