timestamp,tweet_text,Location
2020-03-30 17:29:50+00:00,de,"Dubai, United Arab Emirates"
2020-03-30 16:53:16+00:00,"we know that the doctors, nurses and other healthcare providers and first responders are under extreme stress. we are here for you !","Dubai, United Arab Emirates"
2020-04-29 23:42:31+00:00,crude oil biggest bear market started.... biggest bond market bear market started... gold bull market started... equity collapsed started today onwards for currency exchange crisis globally... its call great depression after ...,"Dubai, United Arab Emirates"
2020-04-29 21:28:07+00:00,sending prayers to anyone suffering from depression and anxiety. you deserve to sleep well tonight,"Abu Dhabi, AE"
2020-04-29 20:30:51+00:00,job search = depressio,"Dubai, United Arab Emirates"
2020-04-29 19:58:42+00:00,ten reasons why a 'greater depression' for the s is inevitable,Dubai
2020-04-29 19:32:51+00:00,this thread almost cured my depression,Abu Dhabi 
2020-04-29 19:00:56+00:00,"pls resume international outbound flights from india our jobs,visa and livelihood is in danger. please listen to our pleas as it causing a lot of panic&ampepression","Dubai, United Arab Emirates"
2020-04-29 19:00:17+00:00,"pls resume international outbound flights from india our jobs,visa and livelihood is in danger. please listen to our pleas as it causing a lot of panic &amp; depression","Dubai, United Arab Emirates"
2020-04-29 18:07:11+00:00,thank,Dubai via Cape Town
2020-04-29 17:48:48+00:00,"hecto, sorry man",Dubai via Cape Town
2020-04-29 17:08:07+00:00,watch now: dr. mamdouh salameh: the outbreak could go in to history as the largest destructive event that hit the global economy since the great depression of the s.,"Abu Dhabi, UAE"
2020-04-29 16:48:42+00:00,depression &amp; anxiety never heard these yrs ago; where have they come from,"Dubai, United Arab Emirates"
2020-04-29 16:15:25+00:00,"we will be next if you dont open international flight from india pls resume international outbound flights from india our jobs,visa and livelihood is in danger. please listen to our pleas as it causing a lot of panic&ampepression","Dubai, United Arab Emirates"
2020-04-29 16:13:53+00:00,"rip irfan khan we will be next if you dont open international flight from india pls resume international outbound flights from india our jobs,visa and livelihood is in danger. please listen to our pleas as it causing a lot of panic&ampepression","Dubai, United Arab Emirates"
2020-04-29 16:12:20+00:00,"rip irfan khan we will be next if you dont open international flight from india please resume international outbound flights from india our jobs, visa and livelihood is in danger. please listen to our pleas as it causing a lot of panic and depression","Dubai, United Arab Emirates"
2020-05-30 21:36:35+00:00,persistent depression,"AbuDhabi, United Arab Emirates"
2020-05-30 20:31:16+00:00,"wanted to be an astronaut as a kid but didnt think it could happen. so it didnt. regret. one day if my daughter asks abt dreaming big ill tell her about who in the middle of a pandemic, sharpest recession since the great depression, sent humans back into space","Dubai, UAE"
2020-05-30 20:16:49+00:00,"oman's dhofar governorate is currently experiencing thunderstorms, torrential rain affected by tropical depression with flooded wadis.","UAE, Sharjah"
2020-05-30 19:34:24+00:00,when its not the blues: depression in children,UAE
2020-05-30 19:29:31+00:00,"my boyfriend honestly deserves the world, but all i could give him is my small titties and depression",Ras Al Khaimah
2020-05-30 18:15:33+00:00,unfortunately there's no such thing as a mild depression. it's kinda like a brain haemorrage. whether it's big or small you're either dead or nearly dead. there's a slim chance we might avoid it if we lift lockdown but the stats seem to be saying it's probably already too lat,Dubai - UAE
2020-05-30 17:57:44+00:00,"if cv19 was anywhere near as bad as the flu then i'd agree. but it's at least x less deadly especially for the young and healthy. the depression will kill millions and go on for a decade or more. also, the last depressions only ended because a world war broke out....",Dubai - UAE
2020-05-30 17:53:15+00:00,whatever....our arguments here won't change anything. we'll all be witness to the carnage of an economic depression very soon and the current crisis will seem minor by compariso,Dubai - UAE
2020-05-30 17:49:19+00:00,"other nationality are allowed to travel to uae except indian our jobs are at risk.we are having expenses in country and with no income.kids education,utility bills &amp; liability it's very difficult to manage we might not die with covid but can die of depressio",United Arab Emirates
2020-05-30 17:19:58+00:00,fut championsevere depressio,Emirate of Abu Dhabi
2020-05-30 17:09:46+00:00,when u dont really need a diet plan nor a sleep schedule and you just let depression balance things out for you. growth,UAENA ★ LUVIE ★ LAMB
2020-05-30 16:02:51+00:00,"some people be saying shit like ""im soo depressed i broke my phone yesterday"" .. bitch thats not depression... depression isnt something that comes and goes, it sticks with u even when ur happy.. stop acting like yall depressed for some likes ....... dumbasse",United Arab Emirates
2020-05-30 14:57:21+00:00,we might not die due to covid19 but will surely die in depression and stress of managing so may responsibility request you to plz help us but reopening international flight,United Arab Emirates
2020-05-30 14:27:55+00:00,depression naps&gt;&gt;&gt;&gt,United Arab Emirates
2020-05-30 14:03:44+00:00,maliza tu depression na mimi if its not his other account,"Dubai, United Arab Emirates"
2020-05-30 14:00:53+00:00,".dear sir, daily i'm sending lot of mails and not getting any calls or mails. please help me to travel back to kerala. this is my third month without job. my visa also cancelled.unemployment and depression is killing me here. thomas peter passport no 4654443 +971525729796","Abu Dhabi, United Arab Emirate"
2020-05-30 14:00:06+00:00,"tears you cry when your four year old shows signs of depression because she hasnt seen her dad for months. she wont shed them, so i do for her because my heart breaks for her.....and for me.","Dubai, United Arab Emirates"
2020-05-30 13:44:30+00:00,mood: ' trip to somewhere far away from depression and you ' it will kill me soon,"Dubai, United Arab Emirates"
2020-05-30 12:17:24+00:00,friend: bilal i had a dream that you had a model as your girlfriend and she left you and you went into some deep depression. me: . i dont know whats depression . whos the model chika?,"Dubai, United Arab Emirates"
2020-05-30 12:12:58+00:00,"unfortunately, half people with experience difficulty sleeping due to many possible causes such as frequent night-time urination, , spasticity, and sleeping position. talk to your about your problem to help you figure out how to better","Al Ain, UAE"
2020-05-30 11:44:27+00:00,"at this point, i am so done woth everything that i'm just waiting for god to take my soul. and no, this ain't depression. it's me having absolutely no hope for this fucked up world.","Dubai, United Arab Emirates"
2020-05-30 11:20:09+00:00,a7s fene mood adsh relationship w a6l3 w adsh fee depression. and i dont even know why i want that.,United Arab Emirates
2020-05-30 11:18:41+00:00,when will people learn that just because you are well off doesnt mean you are immune to depression,"Sharjah, United Arab Emirates"
2020-05-30 10:58:28+00:00,"dear sir, daily i'm sending lot of mails and not getting any calls or mails. please help me to travel back to kerala. this is my third month without job. my visa also cancelled.unemployment and depression is killing me here. thomas peter passport no 4654443 +971525729796","Abu Dhabi, United Arab Emirate"
2020-05-30 10:32:45+00:00,summer blues mix with corona blues a pinch of going back to work blues = recipe for depression,"Dubai, United Arab Emirates"
2020-05-30 10:20:12+00:00,"this is going to be worse than the great depression. fortunately we have the tools, resources and historical knowledge to bounce back faster and more securely... until another years it would seem. prayer for the affected",Dubai
2020-05-30 09:48:12+00:00,it's depressio,"Dubai, Hometown Hazara"
2021-01-30 23:30:41+00:00,made my night khalas my depression rahi,"Dubai, United Arab Emirates"
2021-01-30 20:13:12+00:00,social media have drawn unrealistic standards &amp; this is the main cause for depression among people.,Abu Dhabi 
2021-01-30 19:52:44+00:00,"physical exercise is a form of preventative medicine in my view. it'smedically proventhat people who do regularphysical activity have: a lower risk of a stroke, diabetes, cancer, depression, dementia and many more. the sector needs more financial support!","UAE, MY, AUS, UK"
2021-01-30 19:48:26+00:00,mashallah were syncing in the depression and the coping mechanisms now too,"Sharjah, UAE."
2021-01-30 18:34:58+00:00,i'm the bad character in my story. i'm the evil that lurks in my heart and soul. that's why i deserve everything i'm going through. that's why i don't deserve anything good. that's why i have to feel all of the depression and sadness i'm feeling,"AbuDhabi, United Arab Emirates"
2021-01-30 17:48:59+00:00,"my regular tweet reminding everyone to reach out...please remember those who are having a tough time, suffer from depression, extreme stress, loneliness etc. just a quick call or even a message will always be appreciated, the least we can do...reach out and be there!",Dubai 
2021-01-30 17:31:14+00:00,surely no,Dubai via Cape Town
2021-01-30 14:50:47+00:00,ill have severe depression by the end of quarantine,"Dubai, United Arab Emirates"
2021-01-30 13:57:18+00:00,"oh nicole, as a mum of boys and a daughter of a parent who lives with chronic depression its quite a tough read. but i am so interested to hear what we can be doing to embed positive changes in all our young people!",United Arab Emirates
2021-01-30 13:50:39+00:00,"finally voices starting to be heard on mainstream media. lockdown leads to depression, alcoholism, child abuse, drug use, obesity,... the long term social and health consequences will be worse than ...",Dubai
2021-01-30 18:00:22+00:00,i may have drank cups of chai on an empty stomach but this pumpkin cold foam has cured my depression.,UAE
2021-01-30 18:00:21+00:00,dealing with loss of identity in || ==,"Ajman, United Arab Emirates"
2021-01-30 17:59:34+00:00,. ...in thirty-seven years as a pastor is that acknowledging one's depression by listening to sad music could be a useful first step in dealing with depression. but it's only with treatment (sometimes medical treatment) and the help and grace of god that it's truly overcome..,Abu Dhabi
2021-01-30 13:02:32+00:00,- you don't understand depression until you can't stand your own presence in an empty room,"Sharjah, United Arab Emirates"
2021-02-27 22:38:37+00:00,"as economy plunges into a crippling depression, it is the frontline nurses who helped the country battle the crisis that is bearing the brunt, according to a nursing chapter in the middle eastern nation.",Dubai
2021-02-27 22:18:21+00:00,the world is big enough for anxiety and depression,"Dubai, United Arab Emirates"
2021-02-27 21:22:06+00:00,do not be a parent if you'll give your child depression,United Arab Emirates
2021-02-27 20:16:44+00:00,psychosis depression,United Arab Emirates 
2021-02-27 18:12:42+00:00,"i absolutely know what will take me out of my depression,, traveling with a group like jake whitehall and his father!","Dubai, United Arab Emirates"
2021-02-27 17:46:10+00:00,"when i put my rank list, i assumed the hospital i ranked first would be the most open minded and supportive. ironically, the moment they found out i had depression from occupational health, they terminated my contract and i ended up without a residency",Dubai
2021-02-27 15:25:34+00:00,i never thought that i will reach this level of depression in my life. never,From KSA/EGY & Living In UAE
2021-02-27 12:58:35+00:00,"'s frontline nurses who helped in the country's fight are being made redundant as the country's economy sinks into a crippling depression, according to a nursing chapter in the middle eastern nation.",Dubai
2021-02-27 12:23:13+00:00,i do it on purpose so i don't fall further into depression from doing back to back oncalls,"Abudhabi, United Arab Emirates"
2021-02-27 12:10:04+00:00,happy birthday cap!!!! may your day be as blessed just as much as you bless our timelines,Abu Dhabi 
2021-03-30 20:22:09+00:00,"yesterday on my way to visit a couple of exhibitions, i bumped into friends. it was nice to chat, but responding to how are you? made me feel emotional+teary eyed. pandemic depression. saw these later &amp; they stayed w/ me: tanya habjouqa sathish kumar",Dubai
2021-03-30 17:59:47+00:00,"also have to acknowledge the fact that he suffered from depression, and arsenal has discouraged hate on social media recently..","Dubai, United Arab Emirates"
2021-03-30 17:26:27+00:00,depression,Dubai
2021-03-30 17:05:34+00:00,depression mode = o,"Sharjah, United Arab Emirates"
2021-03-30 14:50:47+00:00,im gonna be speaking parseltongue by sundow,Dubai via Cape Town
2021-03-30 14:43:35+00:00,accio my demise!!,Dubai via Cape Town
2021-03-30 14:33:24+00:00,good for you.all i'm saying is accept even if it is proven to be depression.because it's dangerous and common people should accept it. main nahi bol rahi hun it's not murder. wait till the investigation is complete. and let there be same love and regard even if its depression,"Abu Dhabi, United Arab Emirates"
2021-03-30 14:11:07+00:00,ok but like when are you gonna tell us about the magic makeup you use to hide your broken ribs maybe your magic makeup can cure my depression too tell me please,"Dubai, United Arab Emirates"
2021-03-30 13:43:02+00:00,climbing out of depression is easier if you start by focusing on the present moment instead of anything from the past,"Dubai, United Arab Emirates"
2022-01-30 22:47:10+00:00,"concern should drive us into action, not into a depression. asli winner umar riaz",Dubai.United Arab Emirates
2022-01-30 20:20:44+00:00,is happiness a real thing ?,"Dubai, United Arab Emirates"
2022-01-30 19:14:31+00:00,jab banda apna depression main ho os pe lektey ho.ya kisi awr ko k dosro ko kaisey depression dalna hai,United Arab Emirates
2022-01-30 18:40:58+00:00,is seasonal depression real,Dubai 
2022-01-30 18:28:00+00:00,: whats your score have you had any of the below? (1 point for each) - broken a bone in your body - depression - food poisoning - crush on a school teacher - teeth whitened - measles - lottery ticket win (any amount) - a motorbike - swam naked - eaten sushi,"Dubai, United Arab Emirates"
2022-01-30 18:24:37+00:00,this weekend dramas made me feel weird and left me in emotional turmoil .,United Arab Emirates
2022-01-30 16:08:03+00:00,i been doing a lot of job applications &amp; i noticed all keep asking if you have a disability. they are listing depression &amp; anxiety as an option,Dubai
2022-01-30 14:28:33+00:00,me whenever i witness a /7 depressed person (quote on quote) uses depression for attention:,"Dubai, United Arab Emirates"
2022-01-30 11:58:52+00:00,you might not be aware of my struggles and its okay. do not do it to any one. i was diagnosed with clinical depression from the age of and was never taken seriously to the point that i broke down years back and had to be taken to the psychiatrist,"Dubai, United Arab Emirates"
2022-02-27 22:53:48+00:00,devotional || freedom from depression via sharing morning devotional good morning and be blesse,"Dubai, United Arab Emirates"
2022-02-27 21:55:41+00:00,depression is taking over my lif,Abu Dhabi
2022-02-27 20:36:43+00:00,sharing what its like to have depression is with,From UK to Pretoria to Dubai
2022-02-27 20:34:31+00:00,"depression, anxiety, rage, or numbness are examples of powerful or challenging feelings people may experience due to a mental health disease. being a member of a self-harming group relationship issues with family, friends, or the communit",Dubai
2022-02-27 20:00:16+00:00,"depression is very spiritual and demonic more like been possessed by spirit of death, it's only god that can save. seek help and pray. only god and prayers. let's never stop feeding our souls with the word of god for that also is what protects us from devilish thinking","Dubai, United Arab Emirates"
2022-02-27 19:55:50+00:00,"god is the greatest healer of depression because he knows the world he sent us into wonbe easy, therefore he said in john :23 ""i have told you these things, so that in me you may have peace. in this world you will have trouble, but take heart! i have overcome the world","Dubai, United Arab Emirates"
2022-02-27 19:52:35+00:00,"depression is real and the devil is using it to take peoples lives sad though only god can save from depression, no amount of help you get will save you. only god. even when you get help, seek god too","Dubai, United Arab Emirates"
2022-02-27 19:43:47+00:00,"depression is real. i hope everyone going through it scales through. it does no good other than lie that youre not worthy. you are worthy, love and appreciated","Dubai, United Arab Emirates"
2022-02-27 17:00:45+00:00,banning from will create a global depression due to a pct or so shortage and spike in prices. is the world ready for such thing?,Dubai
2022-02-27 15:50:19+00:00,"because of the trauma imposed on the victim, there is a correlation between cyberbullying and depression. an individual who has been the victim of cyberbullying may become nervous and lose interest in things they value",Dubai
2022-02-27 15:50:19+00:00,"more often than not, it results in severe complaints that negatively affect the victim's mental well-being. anxiety, stress, suicidal thoughts, low self-esteem, anger, and restlessness plague them. depression, stress, and post-traumatic stress disorder (ptsd)",Dubai
2022-02-27 14:42:39+00:00,this seasonal depression really fucking kicking my ass ma,United Arab Emirates
2022-03-30 18:50:59+00:00,big oo,"Dubai, United Arab Emirates"
2022-03-30 18:33:34+00:00,"if science could somehow harness the joy i feel when i see doctors fan art, i think we could cure depression and solve the energy crisi",jamesfishjames @ ao3 
2022-03-30 17:56:28+00:00,imagine going to hell cuz someone broke your heart and put you in depression yeah could never be me,Dubai - London - New York 
2022-03-30 17:22:52+00:00,this is exactly why i've been severely stressed and angry for the past few months,Abu Dhabi 
2022-03-30 15:48:55+00:00,"ya just a fragrant, dimly lit bath with some fucken joe rogan whispering sweet nothings to yo",Dubai via Cape Town
2022-03-30 15:45:23+00:00,not to sound like one of those insufferable open a window fucks but i find reading something good (not twitter pls) helps unwind the mind and if its the body that needs unwinding then a candle-lit bath with herbal bath bomb and an audiobook/podcast. year old male,Dubai via Cape Town
2022-03-30 15:20:00+00:00,depression is that you,"Dubai, United Arab Emirates"
2022-03-30 14:56:02+00:00,"comprehension issue, i survived not because i was the strongest but i saw people living with situations worse than mine..i said it might kill you for the kind of mindset you have thinking depression is a direct gateway to deat","Dubai, United Arab Emirates"
