,0,timestamp,target
114,"this year, i finally cured my chronic depression with a bad attitude that never goes away and resting bitch face. thank you to everyone who helped me realize that people are just as annoying as me! &gt;:",2019-02-27 22:28:20+00:00,-1
115,tbh my boyfriend going out of town for days has me worried about myself &amp; i hope i dont get too hard on myself deep in thought of my life &amp; loneliness. trying not to drown in my depression without a hand to hold,2019-02-27 22:26:18+00:00,-1
116,depression holding me back from being grea,2019-02-27 22:26:13+00:00,-1
117,i was that girl who got bullied and picked on in school because of my weight. i was the target of everyone elses hate. getting milk cartons thrown at my on the bus. it caused me to develop depression check out my stop the bullying t-shirts,2019-02-27 22:26:11+00:00,-1
118,heureusement que jai redirig les sentiments ailleurs. vous ne russirez pas me faire entrer en dpression,2019-02-27 22:26:08+00:00,0
119,college: brought so many amazing people into my life that i could not live without also college: gave me crippling depression and anxiety. makes me feel dumb this is the dilemma i'm facing on a daily basis ri,2019-02-27 22:26:04+00:00,-1
120,this is how im gonna start describing my seasonal depressio,2019-02-27 22:25:39+00:00,0
121,i've personally been struggling the past few months with being so stuck in my own head dealing with anxiety and depression and i promise that there is always a light at the end of the tunnel,2019-02-27 22:24:04+00:00,-1
122,podcasts has gotten me through my depression along with lots of t,2019-02-27 22:23:08+00:00,-1
123,i thought my lack of motivation was senioritis but this sun is making me realize that i had a bad case of seasonal depression... so mental health is weird,2019-02-27 22:22:12+00:00,-1
124,lol i had anxiety and depression and wanted to die by time i was like or .,2019-02-27 22:21:41+00:00,-1
125,"no apologies for swearing and depression. i get it. nothing to be ashamed of. be you, and emote. so many of us are here for you (even the ones you dont know about.) *sending hugs",2019-02-27 22:21:34+00:00,-1
126,i absolutely will. inspires me to be a better human being. life is pretty good. even through depression i will keep trying to be a better person.,2019-02-27 22:20:37+00:00,1
127,our weather is the sole cause of my depression,2019-02-27 22:19:56+00:00,-1
128,winter literally puts me in a state of depression,2019-02-27 22:19:31+00:00,-1
129,bipolar depression i hate it real liv,2019-02-27 22:19:10+00:00,-1
130,you're fun to listen to on ww...dtm. plus i heard you on the radio when you were interviewed in sf. depression is a chemical imbalance in the brain. but you know that. happy miles of pounding pavement,2019-02-27 22:18:45+00:00,1
131,"idk if its my depression, my insomnia, my anxiety, or all three but i am fucking tireeed today. i normally dont ever take naps but times are-a-changing",2019-02-27 22:17:34+00:00,-1
132,my depression causes me to project negative vibes or uninterested moods on to people around me especially women im in interested. so i told her im going to be single until i fix that &amp; she advised me to find a woman who will understand me and willing to help me break my toxi,2019-02-27 22:14:30+00:00,-1
133,"dear god, please bring back the nice and warm weather. these people don't know how to drive and i need it to cure my seasonal depression! yours truly, nebraskan",2019-02-27 22:14:02+00:00,1
134,that seasonal depression smacked hard this winter i vow to never spend more weeks in ohio for winter from now on lo,2019-02-27 22:12:11+00:00,-1
135,you saved me from depression,2019-02-27 22:11:45+00:00,-1
136,"do not, and i will always stand by this: do not let your depression be the only thing in your life. you honestly need to talk to someone if youre feeling depressed",2019-02-27 22:09:42+00:00,1
137,little bit of a triggering thread but: sometimes i have these little advices for dealing with depression but all of it comes down to: venting is okay. its good to vent. dont look at things that will trigger your depression th,2019-02-27 22:09:41+00:00,-1
138,you know im with you. i was doing math as i was falling asleep to figure out how much an hour id have to make to work hours and live on my own. the depression ive had over the past year has been because i still get a pit in my stomach thinking about working again inoffice,2019-02-27 22:07:50+00:00,-1
139,"blaine r gaudard boris tavcar, gosh it was hard to watch this. but it did give me hope that more service men &amp; women will get the help they need. please!! if you are suffering with depression or...",2019-02-27 22:05:42+00:00,-1
140,"some may have. others, no. i think we all worry about our security. young people definitely dont have any claim on anxiety and depression",2019-02-27 22:05:03+00:00,-1
141,"my little bro helps me return videotapes and we talk about murders, executions, and mental health. ive never related to a serial killer more in my entire life",2019-02-27 22:03:12+00:00,-1
142,"i'm so sorry to hear the passing of lisa jarmon. i suffer from bad depression single mom now raising my granddaughter, when i saw lisa on the show she inspired me to fight to stay positive. god needed an angel now lisa is with god. sorry for everyone who knew &amp; loved her",2019-02-27 22:02:04+00:00,0
143,talk to a therapist online via skype for anxiety and depression. contact me to schedule an online therapy session via skype. i will teach you how to apply mindfulness to overcome anxiety and depression. go to:,2019-02-27 22:00:10+00:00,-1
144,i know exactly what phor is going through with depression. i totally understand,2019-02-27 22:00:03+00:00,-1
145,we are not alone in our struggle. thats what helps get me through this.,2019-02-27 21:59:50+00:00,1
146,this is so sad can we get one like for my depression of not getting kirby :c,2019-02-27 21:56:27+00:00,-1
147,secluding myself into a pit of depression..,2019-02-27 21:53:39+00:00,-1
148,"im sorrythats not fair . all youve done is raise awareness , funds and i recall from the espn piece your wife has helped other parents who are going through what you did. all your family has done is fight this. ive been struggling with depression and darran has inspired m",2019-02-27 21:51:54+00:00,-1
149,check out wtae news at ill be talking about how this impacted my treatment for depression,2019-02-27 21:48:57+00:00,-1
150,my dog got ran over one morning and i was devastated... when i got home from school my stepdad had already gone out and got me another dog bc they help me w my depression/anxiety. do what helps you!,2019-02-27 21:48:00+00:00,1
151,honestly would probably kms without my depression med,2019-02-27 21:46:50+00:00,1
152,"have been fighting depression(diagnosed clinical a long time ago) for a few weeks now. everything feels indifferent as it usually does during these hard swings, but i have been trying to weather it with as much beauty in the world as i can. hockey provides some of that sunlight",2019-02-27 21:46:26+00:00,1
153,hey my depression just like sto,2019-02-27 21:46:24+00:00,-1
154,think my depression is returning... oh.... shi,2019-02-27 21:46:24+00:00,-1
155,depression is stupid. i hate i,2019-02-27 21:45:38+00:00,-1
156,"i am happy you are doing better now. it takes a lot of strength to overcome depression, and i am am glad that my music could have a part in your recovery",2019-02-27 21:45:29+00:00,1
157,"it came in handy when he turned yellow drinking,it probably didnt help his liver either. i loved him,but spent most of my adult life shielding my kids from seeing/being around him when he was on a runner. when he was seen for cancer,also dx with depression for prior + years",2019-02-27 21:44:51+00:00,-1
158,its the year can we stop acting like exercising is gonna cure my depressio,2019-02-27 21:43:28+00:00,0
159,"after months of depression due to lack of employment, i received job opportunities and i took both! god is good and he always comes through",2019-02-27 21:43:02+00:00,1
160,trevor and i will be looking at more houses on monday! on the hunt for the dream depression hovel house,2019-02-27 21:42:47+00:00,-1
161,wheres my streamers at? im looking to connect and join/build a community. i have some serious streamers depression going on,2019-02-27 21:42:47+00:00,-1
162,"same. i was ready to chalk it up to cabin fever but i haven't had an anxiety/depression flare up this bad in a while. i don't wish it on anybody, but it's kind of nice to know it's not just me",2019-02-27 21:40:59+00:00,-1
163,exhibit a: how to hide your seasonal depression. imagine youre strolling through the city streets on a beautiful spring day [open-mouthed smile is recommended]. i see you march. | .it,2019-02-27 21:40:50+00:00,1
164,"some days are so devastating. after years of depression, anxiety, ptsd, eating disorders &amp; self harm, it just takes an insensitive comment from my mother to trigger suicidal thoughts. i had to leave work &amp; take the next days off for self-care. some scars never heal.",2019-02-27 21:40:32+00:00,-1
165,if something is wrong with my dog i'm going to spiral into deep dark depression.,2019-02-27 21:38:59+00:00,-1
166,my depression has stopped me from going to family gatherings,2019-02-27 21:38:51+00:00,-1
167,all that makes absolutely no difference to me i was just making a point as funny somebody that fusses all the time about people not understanding her depression and at the same time she's intolerance to somebody's anxiety. no big deal to me glad to get rid of her,2019-02-27 21:37:09+00:00,1
168,"me: fuck i am exhausted always depression: me: depression: me: depression: me: i just need more coffee and to take melatonin tonight, its fin",2019-02-27 21:35:06+00:00,-1
169,all of you: check in on your friends with depression! my phone:,2019-02-27 21:35:02+00:00,-1
170,why do i try to keep up with us politics? it just makes me depressed.,2019-02-27 21:33:33+00:00,-1
171,fucking depression... i feel so blah... i dont want to do anything.. i dont want to talk to people.. i dont want to watch anything... i just want to.. idk what i want.. i hate this feeling,2019-02-27 21:31:46+00:00,-1
172,real madrid just added to my depression yeh,2019-02-27 21:31:23+00:00,-1
173,"why? because of writers like shelley who helped so many of us put a name to our demons/fears/depression. and showed us the way to combat it. so i fight for her, so she can continue to write for get her back to work",2019-02-27 21:30:17+00:00,-1
174,adhd depression also cancelled bc i was just reminded abt my nate archibald funk,2019-02-27 21:30:14+00:00,-1
175,if youre wondering what my issues are lactose intolerant low blood pressure chronic menstrual cycle irregular thyroid below average body weight meat allergen social anxiety depression soo.,2019-02-27 21:29:51+00:00,-1
176,"battle of a lifetime: love and appreciation of myself and my skills and a sense of belongingness in the world vs. crippling anxiety, depression, and self doubt. who will win? find out.. whenever the fuck i figure it out dude id",2019-02-27 21:26:14+00:00,-1
177,i feel like my depression comes in waves. and right now it's low tide,2019-02-27 21:26:13+00:00,-1
178,yes it ok to ask for help i went in deep depression when my mom pass away in she was my best friend my idol and my life i sure do miss her. so please dont be afraid to ask for help i got help and now i so much bette,2019-02-27 21:26:03+00:00,1
179,im out of it too. thought it was post travel depression but i feel like its something els,2019-02-27 21:25:38+00:00,1
180,i need to move somewhere warm /7 because this cold weather is making my depression so terrible and i need vitamin d constantly in my life to feel better,2019-02-27 21:25:07+00:00,-1
181,skype therapy for anxiety and depression. learn more about how skype therapy can help you better manage anxiety and depression. contact me via email to schedule a skype therapy session. visit:,2019-02-27 21:25:01+00:00,-1
182,my tattoo for my daughters fight w/depression. did amazing in portraying this topic. this story is not over and it's the heartbeat for so many !,2019-02-27 21:23:02+00:00,1
183,jimmy carter was the worst president ever he had interest rates up at % he literally stopped i had kind of made it almost ruined the united states we were in a depression with him,2019-02-27 21:22:31+00:00,-1
184,"no one should be ""fat shamed"". after transplant the weight gain &amp; depression made me feel less than. people who didncomprehend the situation outright made fun of me in public. if you being cruel to anyone for any reason, shouldnthe shame be on you?",2019-02-27 21:21:50+00:00,-1
185,"hi cfoo4thought, thanks for following me! my purpose is to help those suffering from depression and anxiety! check out the day bliss challenge to get you on the right path to finding your bliss!",2019-02-27 21:21:44+00:00,1
186,"so..when to my mental health appt. i have got anxiety, depression, and adhd. she also wants me to do a sleep study and see someone regularly on the others. fun fu",2019-02-27 21:15:14+00:00,-1
187,just realizing that a not-insignificant portion of my prenatal depression could very well be coming from the fact that i can't shop online for clothes right now,2019-02-27 21:15:02+00:00,-1
188,i was just listening to s podcast with deepakchopra and what deepak said about how worry and guilt can cause you depression and sickness made me realize how many times a,2019-02-27 21:14:59+00:00,-1
189,so this snow needs to disthefuckappear or else i might just die bc my seasonal depression is at an all time hig,2019-02-27 21:14:50+00:00,-1
190,you literally give me depressio,2019-02-27 21:14:37+00:00,0
191,i try to be positive but it is hard some days. i wont lie. i use to have more of an anxiety than depression but im a little more depressed lately probably in some ways but i seek help with my primary doctor when things need to be looked at but which helps,2019-02-27 21:14:28+00:00,-1
192,im packing up all the people and things i care about and we're moving away from this disaster depression sink hole of a country sorry if u have other plans u r all coming with me right now,2019-02-27 21:13:45+00:00,-1
193,nobody: people that dont have depression: yeah bro i have depression my life is so sad. you should feel bad for me,2019-02-27 21:13:45+00:00,-1
194,sorry i joined the fandom with depressio,2019-02-27 21:13:14+00:00,0
195,i dont want two of us. keep it. this is really gonna put me into a whole new depression,2019-02-27 21:13:00+00:00,-1
196,"i get really bad season depression me- yeah, me too. ...except its all seasons...",2019-02-27 21:12:59+00:00,-1
197,you could but not for sure. my depression worsened at the end of my pregnancy and went down after i gave birth. be aware but dont worry yoursel,2019-02-27 21:12:54+00:00,-1
198,"imagine having major depression, anxiety, and ptsd. you've had numerous suicide attempts in recent months. then imagine sharing your living space with someone who tears you down, hurts you, &amp; encourages you to die. now figure out what to do. and tell me, bc i have no idea",2019-02-27 21:11:18+00:00,-1
199,its almost midterms and im gonna pat myself on the back a lil bit bc im passing all my classes with an a and havent skipped any of my classes this semester like depression can kiss my ass biiiiitch.,2019-02-27 21:09:39+00:00,-1
200,i decided to email my professors about how ive been fighting my depression and not doing the best with it and the responses ive gotten have put me to tears with how supportive they have been,2019-02-27 21:07:28+00:00,-1
201,moving past this is so difficult and claremont culture among faculty/students thinks this is how you're supposed to live. i refuse to have the trauma and depression yall have at -something in the name of a grade point average.,2019-02-27 21:07:01+00:00,-1
