,0,timestamp,username
12,i swear ive had someone tell me to delete it &amp; im just like https://t.co/f33uixfl4,2019-04-29 23:43:42+00:00,https://twitter.com/CantGuardJeudy
13,ive already had to schedule an emergency video appointment for tomorrow so lets just hope that i dont have full blown psychosis by june !!! because thats a very real possibility for me - the year-old bipolar depressive ! (-: https://t.co/uoy8oggrd,2020-03-30 23:52:43+00:00,https://twitter.com/_siennas
14,"i have: exes first when i was in middleschool but she's was being a hoe and my homies helped me out breaking her up. second was online on xbox, didn't work out for each other. and third is a disgusting bipolar bitch. years wasted and never admitted the faults except i di",2020-03-30 23:48:56+00:00,https://twitter.com/SierraSteven97
15,"eu vou explicar , eu sou bipolar e tenho medo de quando nascerem a medica me perguntar o nome e eu ficar ali a olhar pra ela sem saber https://t.co/w7oe7x3kl",2020-04-29 23:58:37+00:00,https://twitter.com/sofiajfernandes
16,i havent been in love in a min . now of days yall niggas do be making me feel some type of a way. its definitely not love tho . its more of lust with a pinch of bipolar toxicity,2020-04-29 23:58:22+00:00,https://twitter.com/goddess_darling
17,fr im bipolar and a gemini im just tryin my best,2020-04-29 23:46:14+00:00,https://twitter.com/tw1lghtprincess
18,i ordered my autographed copy the other day and cant wait to read it! i suffer from bipolar ll,2020-04-29 23:39:43+00:00,https://twitter.com/Jenna_4577
19,thanks..this is where i come with any emotion because twitter is bipolar but friendly https://t.co/znom1gokb,2020-05-30 23:47:11+00:00,https://twitter.com/girl_dome
20,my bipolar depression be making me forget that i am really that nigga sometime,2020-05-30 23:39:23+00:00,https://twitter.com/PapiDLR
21,we made it through the first month..i know how bipolar my ass can be and he stuck with me,2021-01-30 23:59:44+00:00,https://twitter.com/_QueenQ
22,"its been four years almost since getting off of prescribed psych meds, mg of klonopin a day for five years which i was told i needed after being cold turkeyed off of prozac. i was told i was now bipolar because my akathisia was so horrific it looked like a manic episode",2021-01-30 23:58:03+00:00,https://twitter.com/HarrietBerholtz
23,florida weather is nice but the only thing thats annoying is how bipolar it can be. itll be one week and a couple days later be s lol. least where i live,2021-01-30 23:55:44+00:00,https://twitter.com/JackiNicole_
24,like he be so mad and then i smile and hes smiling lol so damn bipola,2021-02-27 23:52:02+00:00,https://twitter.com/KinggMeB
25,"no, thank you for putting up with me the past years and my depressed, bipolar ass",2021-02-27 23:51:08+00:00,https://twitter.com/UxTHeadshot
26,because carrie mathison has balls of steel bipolar disorder &amp; all!! i miss this show hate it ended but what an endin,2021-02-27 23:45:39+00:00,https://twitter.com/lyralong2
27,"i was afraid of talking about this at all in a public forum because it can impact how the state allows families to grow. but the links between lupus and bipolar?? i needed that information a decade ago. so tweeting this for the decade ago me, just in case",2021-03-30 23:57:38+00:00,https://twitter.com/em_cee_ma
28,i dont really talk about the specifics of my mental illness i do try my best during my experiences with autism and having bipolar ii and i feel ive really done my best these past few years https://t.co/fg50rupvv,2021-03-30 23:57:03+00:00,https://twitter.com/sisterbloomers
29,its and im just thinking about how many therapists i had to go through to finally be told about the connections of lupus &amp; bipolar. tweeting this in case someone else needs to see it for the lightbulb moment,2021-03-30 23:54:28+00:00,https://twitter.com/em_cee_ma
30,i am the male version of yourself i go to the gym x a day and then home. i rather stay inside my house then to go out and deal with what is left out in the single scene..just wasted months on a bipolar narcissist plus a month of straightening out my head after the gaslightin,2022-01-30 23:53:25+00:00,https://twitter.com/KConzone
31,you know what i learned recently? when youre bipolar you should take your bipolar medication. a shocking revelatio,2022-01-30 23:50:07+00:00,https://twitter.com/mattyhochs
32,"recently. tired. no motivation. just want to sleep /7. plus, i feel like my family wants nothing to do with me.",2022-01-30 23:43:04+00:00,https://twitter.com/iamdanbarnett
33,"oh sweet friend, i am so sorry you are feeling down. you matter to me and you matter to the world. you are a part of what makes things good. you are a great warrior... bipolar is fierce, but i believe in you. you can do this. https://t.co/mbu7mnmzx",2022-02-27 23:59:31+00:00,https://twitter.com/DBArtworks
34,"/2 i want to correct myself after some fact checking. looks like amanda bynes was never diagnosed with schizophrenia, but instead bipolar disorder. the two are very related and often confused. her conservator is her mother, whom she seems to have a good relationship with",2022-02-27 23:55:58+00:00,https://twitter.com/Ariekathleen
35,") my nd ""mother"" was my fatherex-wife who became my biological motherbest friend. she seemed nice when i went to live with her, but she turned out to be mean, abusive, a heavy drinker, and i realize now she was bipolar. (cont",2022-02-27 23:52:10+00:00,https://twitter.com/marie_grime
36,"who else has from being on ? i didn't have the symptoms until i was off the medication. the meds mask the disorder. oh, and it's also incurable. bonus! i take xanax to manage the symptoms.",2022-02-27 23:43:53+00:00,https://twitter.com/hbouhl
37,she's so me i love bipolar lesbians https://t.co/alnj6bt7e,2022-02-27 23:38:31+00:00,https://twitter.com/circuscoric
38,jason momoa is so hot that i am still into it when hes wearing cargo shorts. https://t.co/cuxphescb,2022-03-30 23:59:33+00:00,https://twitter.com/StickQondi
39,"changed my life for the better but not worth the side effects personally. made me pale as hell, hyper sexual, fucked with my vision severely and basically made me allergic to the sun stopped my impulsiveness, irritability and bipolar depression! hardest pill to swallow eve",2022-03-30 23:59:14+00:00,https://twitter.com/denyel
40,i have sinus infection and this bipolar weather is not helping. i cant wait for degrees consistently,2022-03-30 23:54:16+00:00,https://twitter.com/Lickety2split
41,taking some time to think about bipolar disorder on and how it has affected my family and friends. it's a good time as any to get yourself educated on the subject,2022-03-30 23:53:34+00:00,https://twitter.com/mattpodwysocki
42,my mothers mentally ill and i dont think some of you understand she has numerous of jobs until she came out as bipolar in late,2022-03-30 23:50:36+00:00,https://twitter.com/flip_abundancy
43,"my last thread for is about things i try to do to help set myself up for success. unfortunately, there's no cure for bipolar disorder, so it's something that i've had to learn to live with and continue to learn to handle every day.",2022-03-30 23:49:46+00:00,https://twitter.com/DaphnaHarel
