timestamp,tweet_text,Location
2021-03-30 22:41:39+00:00,b'@Bee_diaa Exactly \xf0\x9f\xa4\xa3 Mississippi weather bipolar as hell \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',"Newton, MS"
2021-03-30 18:47:18+00:00,b'Fuck you bipolar disorder',Singapore
2021-03-30 16:22:50+00:00,"b""@greatgalaktyka I don't know people are more comfortable with #VisibleWomen compared to talking about the lived reality of bipolar disorder (I've been diagnosed with Bipolar II for the past 8 years, but have never publicised it, because I am treated as less than for it)""",Singapore
2021-03-30 10:00:05+00:00,"b'Today marks #WorldBipolarDay, find out more about what it means to be diagnosed with #bipolar with this informative leaflet from @BipolarUK https://t.co/OsQoybNVot https://t.co/nBtF6cAg0R'","UK, France, North America, Singapore"
2022-01-30 10:35:29+00:00,b'@yommsies @meemosworld @Jay_Oh_An @waynethepaint @majsangga0 @GGgamin35060851 @anthony34043356   Would love to be in a project that can help me out with my bipolar rather than the standard help advice i can find online a real community :)',Singapore
2022-01-28 17:15:41+00:00,b'I feel like I\xe2\x80\x99m bipolar \xf0\x9f\x98\xac',Singapore 
2022-01-28 10:56:14+00:00,"b""@deliriouskarla it's giving bipolar""",Singapore
2022-01-28 09:20:41+00:00,b'@sengupta_savio @ViHero340 They got bipolar disorder',Singapore
2022-02-27 23:23:03+00:00,b'@azazelmelayu666 @CzarHareii Laaa mamat bipolar gampang ni acahhh je. Kene buli kat twitter duk palatao apa lagi',Singapore 
2022-02-26 13:19:14+00:00,b'Bipolar FC https://t.co/AWThgrezw5',Singapore
2022-02-26 09:07:57+00:00,"b'Lepas kena kritik, terus jadi bipolar. Mental illness'",Singapore 
2022-02-26 09:02:31+00:00,b'@kalossharon Bipolar ke \xf0\x9f\x98\x90\xf0\x9f\x98\x90',Singapore 
2022-03-30 04:46:26+00:00,"b""As a part of #WorldBipolarDay today's #newsletter discusses the whats and hows of #BipolarDisorder. Plus some small ways that you can help someone with bipolar disorder. https://t.co/8IwnWFcvmm""","Athens, Singapore"
